"PERMAID","DAYID","USECROSSWALK","USEROAD","NS","EW"
"1001","252","0","1","1","0"
"1002","253","0","0","0","0"
"1003","254","0","0","0","0"
"1004","255","0","0","0","1"
"1005","256","0","0","0","1"
"1006","257","0","0","0","1"
"1007","258","0","0","0","0"
"1008","259","0","0","0","1"
"1009","260","0","0","0","0"
"1010","261","0","0","0","0"
"1011","262","0","0","1","0"
"1012","263","0","0","0","1"
"1013","264","0","0","0","1"
"1014","265","0","0","1","0"
"1015","266","1","1","1","0"
"1016","267","0","0","0","1"
"1017","268","0","0","1","1"
"1018","269","0","0","0","0"
"1019","270","0","0","0","0"
"1020","271","0","0","0","1"
"1021","272","0","0","0","1"
"1022","273","0","1","0","1"
"1023","274","0","0","0","1"
"1024","275","0","0","0","1"
"1025","276","0","0","0","1"
"1026","277","0","0","0","1"
"1027","278","0","0","0","1"
"1028","279","0","0","1","1"
"1029","280","0","0","0","0"
"1030","281","0","0","1","0"
"1031","282","0","0","1","0"
"1032","283","0","0","1","0"
"1033","284","0","0","1","0"
"1034","285","0","0","1","0"
"1035","286","0","0","0","0"
"1036","287","0","0","0","1"
"1037","288","0","0","0","1"
"1038","289","0","0","0","0"
"1039","290","0","0","0","1"
"1040","291","0","0","0","1"
"1041","292","1","1","1","0"
"1042","293","1","1","1","0"
"1043","294","0","0","1","1"
"1044","295","0","0","0","0"
"1045","296","0","0","1","0"
"1046","297","0","0","0","1"
"1047","298","0","0","0","0"
"1048","299","1","1","1","0"
"1049","300","0","0","0","0"
"1050","301","0","0","0","1"
"1051","302","0","0","1","1"
"1052","303","0","1","0","0"
"1053","304","0","0","0","1"
"1054","305","0","0","1","0"
"1055","306","0","0","1","1"
"1056","307","0","0","1","1"
"1057","308","0","0","0","1"
"1058","309","0","1","0","1"
"1059","310","0","0","0","0"
"1060","311","0","1","0","1"
"1061","312","0","0","1","1"
"1062","313","0","0","1","1"
"1063","314","0","0","0","1"
"1064","315","1","1","1","0"
"1065","316","1","1","1","0"
"1066","317","0","0","0","0"
"1067","318","0","1","1","1"
"1068","319","0","1","1","0"
"1069","320","0","0","0","1"
"1070","321","0","0","0","1"
"1071","322","0","1","0","1"
"1072","323","0","0","1","0"
"1073","324","0","0","1","0"
"1074","325","1","1","1","0"
"1075","1","0","0","1","0"
"1076","2","0","0","1","0"
"1077","3","0","0","1","0"
"1078","4","0","0","0","0"
"1079","5","1","1","0","1"
"1080","6","0","0","1","1"
"1081","7","0","0","1","1"
"1082","8","0","0","0","0"
"1083","9","0","0","1","1"
"1084","10","0","0","0","0"
"1085","11","0","0","1","1"
"1086","12","0","0","1","0"
"1087","13","0","0","1","0"
"1088","14","1","1","0","1"
"1089","15","0","0","0","1"
"1090","16","0","0","0","0"
"1091","17","0","0","1","1"
"1092","18","1","1","0","1"
"1093","19","1","1","0","1"
"1094","20","0","0","1","1"
"1095","21","0","0","1","0"
"1096","22","0","0","1","1"
"1097","23","0","0","0","1"
"1098","24","0","0","1","1"
"1099","25","0","0","0","1"
"1100","26","0","1","1","0"
"1101","27","0","0","0","0"
"1102","28","0","0","1","0"
"1103","29","0","0","1","0"
"1104","30","0","0","1","0"
"1105","31","0","0","1","0"
"1106","32","0","0","1","0"
"1107","33","0","0","0","0"
"1108","34","1","1","0","1"
"1109","35","1","1","0","1"
"1110","36","1","1","0","1"
"1111","37","0","0","1","1"
"1112","38","0","0","0","0"
"1113","39","0","0","0","1"
"1114","40","0","0","0","0"
"1115","41","0","0","1","0"
"1116","42","0","0","1","0"
"1117","43","0","0","1","1"
"1118","44","1","1","0","0"
"1119","45","1","1","0","0"
"1120","46","0","0","1","1"
"1121","47","0","1","1","1"
"1122","48","0","0","0","1"
"1123","49","1","1","1","1"
"1124","50","0","1","1","1"
"1125","51","0","1","1","0"
"1126","52","0","0","1","0"
"1127","53","0","0","1","0"
"1128","54","0","0","1","1"
"1129","55","0","0","0","1"
"1130","56","0","0","0","1"
"1131","57","0","0","0","1"
"1132","58","0","0","0","0"
"1133","59","0","0","0","1"
"1134","60","0","0","0","0"
"1135","61","0","0","0","1"
"1136","62","0","0","0","0"
"1137","63","0","0","0","1"
"1138","64","0","0","0","1"
"1139","65","1","1","1","0"
"1140","66","0","0","1","1"
"1141","67","0","0","0","0"
"1142","68","1","1","1","0"
"1143","69","0","0","1","0"
"1144","70","0","0","1","0"
"1145","71","1","1","0","1"
"1146","72","1","1","0","0"
"1147","73","0","0","0","1"
"1148","74","0","0","0","1"
"1149","75","0","0","0","1"
"1150","76","0","0","0","1"
"1151","77","0","0","0","1"
"1152","78","0","0","0","1"
"1153","79","0","0","1","1"
"1154","80","0","0","1","0"
"1155","81","0","0","1","0"
"1156","82","0","0","1","0"
"1157","83","0","0","1","0"
"1158","84","1","1","1","0"
"1159","85","0","0","1","0"
"1160","86","0","0","1","1"
"1161","87","1","1","0","0"
"1162","88","0","0","1","1"
"1163","89","0","0","1","1"
"1164","90","0","0","1","1"
"1165","91","0","1","0","1"
"1166","92","0","1","0","0"
"1168","94","0","0","0","1"
"1169","95","0","0","0","1"
"1170","96","1","1","1","0"
"1171","97","0","0","1","1"
"1172","98","0","0","0","0"
"1173","99","0","0","0","1"
"1174","100","0","1","1","1"
"1175","101","0","0","1","0"
"1176","102","0","0","0","0"
"1177","103","0","0","1","0"
"1178","104","0","0","1","1"
"1179","105","0","0","0","0"
"1180","106","1","1","0","0"
"1181","107","1","1","0","0"
"1182","108","0","0","1","0"
"1183","109","0","0","0","0"
"1184","110","0","0","1","0"
"1185","111","0","0","1","1"
"1186","112","0","0","0","0"
"1187","113","0","0","0","1"
"1188","114","0","0","0","1"
"1189","115","0","1","0","1"
"1190","116","0","1","0","1"
"1191","117","0","0","0","1"
"1192","118","0","0","0","1"
"1193","119","0","0","0","1"
"1194","120","0","0","0","1"
"1195","121","0","0","1","0"
"1196","122","0","0","0","1"
"1197","123","0","0","0","0"
"1198","124","0","0","0","0"
"1199","125","1","1","1","0"
"1200","126","1","1","1","1"
"1201","127","0","0","1","1"
"1202","128","1","1","1","1"
"1203","129","1","1","0","0"
"1204","130","0","0","0","1"
"1205","131","0","0","0","1"
"1206","132","0","0","0","0"
"1207","133","0","0","0","0"
"1208","134","0","0","0","1"
"1209","135","0","0","0","0"
"1210","136","0","0","0","1"
"1211","137","0","0","0","0"
"1212","138","0","0","0","1"
"1213","139","1","1","0","1"
"1214","140","1","1","0","1"
"1215","141","0","0","1","0"
"1216","142","1","1","0","0"
"1217","143","0","0","1","0"
"1218","144","0","0","1","1"
"1219","145","0","1","1","0"
"1220","146","1","1","1","0"
"1221","147","0","0","1","0"
"1222","148","0","0","1","0"
"1223","149","0","0","0","0"
"1224","150","0","0","0","1"
"1225","151","0","0","1","0"
"1226","152","1","1","1","0"
"1227","153","0","0","1","1"
"1228","154","0","1","1","1"
"1229","155","0","0","1","1"
"1230","156","0","0","0","0"
"1231","157","0","0","0","1"
"1232","158","0","0","1","0"
"1233","159","0","0","1","0"
"1234","160","0","0","1","0"
"1235","161","0","0","0","0"
"1236","162","0","0","1","0"
"1237","163","1","1","1","1"
"1238","164","1","1","0","0"
"1239","165","0","0","0","0"
"1240","166","0","0","0","1"
"1241","167","0","0","0","1"
"1242","168","0","0","0","1"
"1243","169","0","0","1","1"
"1244","170","0","0","1","0"
"1245","171","0","0","0","0"
"1246","172","0","1","1","0"
"1247","173","0","1","1","0"
"1248","174","0","0","0","1"
"1249","175","0","0","0","1"
"1250","176","0","0","0","1"
"1252","2","0","0","1","1"
"1253","3","0","0","0","0"
"1254","4","0","0","0","0"
"1256","6","0","0","1","1"
"1257","7","0","0","1","0"
"1258","8","0","0","0","0"
"1259","9","0","0","1","1"
"1260","10","0","0","0","0"
"1261","11","0","0","1","1"
"1262","12","0","0","1","1"
"1263","13","0","0","0","0"
"1264","14","0","0","1","0"
"1265","15","0","0","0","1"
"1266","16","1","1","1","1"
"1267","17","0","0","0","1"
"1268","18","0","0","0","1"
"1269","19","0","0","0","1"
"1270","20","0","0","1","1"
"1271","21","0","1","1","1"
"1272","22","0","0","0","1"
"1273","23","1","1","0","0"
"1274","24","0","1","0","1"
"1275","25","0","0","1","0"
"1276","26","0","0","1","0"
"1277","27","0","0","0","0"
"1278","28","0","0","0","0"
"1279","29","0","0","1","1"
"1280","30","0","0","0","1"
"1281","31","0","0","0","1"
"1282","32","0","0","1","1"
"1283","33","0","0","0","1"
"1284","34","0","0","1","0"
"1285","35","0","0","1","1"
"1286","36","0","0","1","0"
"1287","37","0","0","1","0"
"1288","38","0","0","1","1"
"1289","39","0","1","1","1"
"1290","40","1","1","0","0"
"1291","41","0","0","0","0"
"1292","42","0","0","0","1"
"1293","43","0","0","0","1"
"1294","44","0","0","1","0"
"1295","45","0","0","1","0"
"1296","46","0","0","1","1"
"1297","47","0","0","1","1"
"1298","48","0","0","0","1"
"1299","49","0","0","0","1"
"1300","50","0","0","1","1"
"1301","51","0","0","0","1"
"1304","54","0","0","1","0"
"1305","1","0","0","0","1"
"1306","2","0","0","0","1"
"1307","3","0","0","0","1"
"1308","4","0","0","0","0"
"1309","5","0","0","1","0"
"1310","6","0","0","1","0"
"1311","7","0","0","0","0"
"1312","8","1","1","0","0"
"1313","9","1","1","1","0"
"1314","10","0","0","0","0"
"1315","11","0","0","0","0"
"1316","12","0","0","0","0"
"1317","13","1","1","1","1"
"1318","14","0","0","0","0"
"1319","15","0","1","1","0"
"1320","16","0","0","1","1"
"1321","17","0","0","0","0"
"1322","18","0","0","0","1"
"1323","19","0","0","0","1"
"1324","20","0","0","0","1"
"1325","21","0","1","0","0"
"1326","22","0","0","0","1"
"1327","23","0","0","1","1"
"1328","24","0","1","0","1"
"1329","25","0","0","0","1"
"1330","26","0","1","1","0"
"1331","27","0","0","0","0"
"1332","28","0","0","0","0"
"1333","29","0","0","0","0"
"1334","30","0","0","0","0"
"1335","31","0","0","0","0"
"1336","32","0","0","0","0"
"1337","33","0","0","1","1"
"1338","34","0","0","0","1"
"1339","35","0","0","0","1"
"1340","36","0","0","0","1"
"1341","37","0","0","1","0"
"1342","38","0","0","0","1"
"1343","39","0","0","0","1"
"1344","40","0","0","0","1"
"1345","41","0","0","1","1"
"1346","42","0","1","0","1"
"1347","43","1","1","1","1"
"1348","44","0","0","0","1"
"1349","45","0","0","0","0"
"1350","46","0","0","0","1"
"1351","47","0","0","1","1"
"1352","48","0","0","0","0"
"1353","49","0","0","1","1"
"1354","50","1","1","1","0"
"1355","51","0","0","1","0"
"1356","52","0","0","1","0"
"1357","53","0","0","1","0"
"1358","54","0","0","0","1"
"1359","55","0","0","1","1"
"1360","56","0","0","0","1"
"1361","57","0","0","0","0"
"1362","58","0","0","1","0"
"1363","59","0","0","1","0"
"1364","60","0","1","0","1"
"1365","61","0","0","1","0"
"1366","62","0","0","1","0"
"1368","64","0","0","0","1"
"1369","1","0","0","1","1"
"1370","2","0","0","0","0"
"1371","3","0","0","0","0"
"1374","6","0","0","1","0"
"1376","8","0","0","0","0"
"1377","9","0","1","0","1"
"1379","11","0","0","0","0"
"1380","12","0","0","0","1"
"1381","13","0","0","0","1"
"1382","14","0","0","0","1"
"1383","15","0","0","0","1"
"1384","16","0","0","0","1"
"1385","17","0","0","1","0"
"1386","18","0","0","1","0"
"1387","19","0","0","1","0"
"1388","20","0","1","0","1"
"1389","21","1","1","1","1"
"1390","22","0","0","1","1"
"1391","23","0","0","1","0"
"1392","24","0","0","1","0"
"1393","25","0","0","1","1"
"1394","26","1","1","0","0"
"1395","27","0","0","0","0"
"1396","28","0","0","1","1"
"1397","29","0","0","0","1"
"1398","30","0","0","1","1"
"1399","31","0","1","1","1"
"1400","32","1","1","1","1"
"1401","33","1","1","1","1"
"1402","34","0","1","1","0"
"1403","35","0","1","1","0"
"1404","36","0","0","0","1"
"1405","37","0","0","0","1"
"1406","38","0","0","0","0"
"1407","39","0","0","1","0"
"1408","40","0","0","1","0"
"1409","41","0","1","1","0"
"1410","42","0","0","1","1"
"1411","43","0","0","0","0"
"1412","44","0","0","1","0"
"1413","45","0","0","0","0"
"1414","46","1","1","1","1"
"1415","47","0","0","1","0"
"1416","48","0","0","1","1"
"1417","49","0","1","0","0"
"1418","50","0","0","1","1"
"1419","51","1","1","0","1"
"1420","52","1","1","0","0"
"1421","53","1","1","1","0"
"1422","54","0","0","1","1"
"1423","55","0","0","0","0"
"1424","56","0","0","1","1"
"1425","57","0","0","1","1"
"1426","58","0","0","0","0"
"1427","59","0","0","0","0"
"1428","60","0","0","0","0"
"1429","61","1","1","0","1"
"1430","62","0","0","1","0"
"1431","63","0","0","0","1"
"1432","64","0","0","0","1"
"1433","65","0","0","0","1"
"1434","66","0","0","1","0"
"1435","67","0","0","1","0"
"1436","68","0","0","1","0"
"1437","69","0","0","1","0"
"1438","70","0","1","1","1"
"1439","71","0","0","0","1"
"1440","72","0","0","0","1"
"1441","73","0","1","0","1"
"1442","74","0","0","0","0"
"1443","75","0","0","0","0"
"1444","76","1","1","1","1"
"1445","77","0","1","1","1"
"1446","78","0","0","1","0"
"1447","79","1","1","0","0"
"1448","80","0","0","0","1"
"1449","81","0","1","1","0"
"1450","82","0","0","0","0"
"1451","83","1","1","1","0"
"1452","84","0","0","0","0"
"1453","85","0","0","0","0"
"1454","86","1","1","1","0"
"1455","87","1","1","1","0"
"1456","88","0","0","0","0"
"1457","89","1","1","0","1"
"1458","90","0","0","1","0"
"1459","91","1","1","0","0"
"1460","92","0","0","0","1"
"1461","93","0","0","0","1"
"1462","94","1","1","0","1"
"1463","95","1","1","0","1"
"1464","96","0","1","1","0"
"1465","97","0","0","0","1"
"1466","98","0","0","0","0"
"1467","99","0","0","0","1"
"1468","100","0","0","0","1"
"1469","101","0","0","1","1"
"1470","102","1","1","1","0"
"1471","103","0","0","1","1"
"1472","104","0","0","0","1"
"1473","105","1","1","0","1"
"1474","106","0","0","1","0"
"1475","107","0","0","1","0"
"1476","108","0","0","1","0"
"1477","109","0","0","1","0"
"1478","110","0","0","0","1"
"1479","111","0","1","1","1"
"1480","112","0","0","0","0"
"1481","113","0","0","1","0"
"1482","114","0","0","1","0"
"1483","115","0","1","0","1"
"1484","116","1","1","0","1"
"1485","117","0","0","0","1"
"1486","118","0","0","0","0"
"1487","119","0","0","0","0"
"1488","120","0","1","1","0"
"1489","121","0","0","1","0"
"1490","122","0","1","1","0"
"1491","1","0","1","0","1"
"1492","2","0","0","0","1"
"1493","3","0","0","0","1"
"1494","4","0","0","0","1"
"1495","5","0","0","1","0"
"1496","6","0","0","0","0"
"1497","7","0","0","1","0"
"1498","8","0","0","0","0"
"1499","9","0","0","0","1"
"1500","10","0","0","1","0"
"1501","11","0","0","0","0"
"1502","12","0","0","0","0"
"1503","13","0","0","0","0"
"1504","14","0","0","0","0"
"1505","15","1","1","0","1"
"1506","16","0","0","0","1"
"1507","17","0","0","1","0"
"1508","18","0","0","0","0"
"1509","19","0","0","0","1"
"1510","20","0","0","1","1"
"1511","21","0","0","1","0"
"1512","22","0","0","1","1"
"1513","23","0","0","0","1"
"1514","24","0","0","0","0"
"1515","25","0","0","0","0"
"1516","26","0","0","0","1"
"1517","27","0","0","1","1"
"1518","28","0","0","0","1"
"1519","29","1","1","0","1"
"1520","30","0","0","1","1"
"1521","31","0","0","1","1"
"1522","32","0","0","1","1"
"1523","33","0","0","0","0"
"1524","34","0","1","0","1"
"1525","35","0","0","0","0"
"1526","36","0","0","0","0"
"1527","37","0","0","0","0"
"1528","38","0","1","0","1"
"1529","39","0","1","0","1"
"1530","40","0","0","0","0"
"1531","41","0","0","1","1"
"1532","42","0","1","0","1"
"1533","43","0","0","0","1"
"1534","44","0","1","1","1"
"1535","45","0","1","0","1"
"1536","46","0","0","0","1"
"1537","47","0","0","0","0"
"1538","48","0","1","0","1"
"1539","49","0","1","0","1"
"1540","50","0","1","0","1"
"1541","51","0","0","0","1"
"1542","52","0","1","0","1"
"1543","53","0","0","0","1"
"1544","54","0","0","1","1"
"1545","55","1","1","1","1"
"1546","56","0","1","1","1"
"1547","57","0","0","0","0"
"1548","58","0","1","1","1"
"1549","59","0","1","1","0"
"1550","60","0","1","1","0"
"1551","61","0","1","0","1"
"1552","62","1","1","0","1"
"1553","63","0","0","1","1"
"1554","64","0","1","0","1"
"1555","65","0","0","0","1"
"1556","66","0","0","0","1"
"1557","67","1","1","0","1"
"1558","68","0","0","0","1"
"1559","69","1","1","0","1"
"1560","70","0","0","0","1"
"1561","71","0","0","1","1"
"1562","72","0","0","0","1"
"1563","73","0","0","0","1"
"1564","74","0","0","0","0"
"1565","75","0","1","0","1"
"1566","76","0","0","0","1"
"1567","77","0","0","0","1"
"1568","78","0","0","0","1"
"1569","79","0","0","1","0"
"1570","80","0","0","1","1"
"1571","81","0","0","1","1"
"1572","82","0","0","0","0"
"1573","83","0","0","0","1"
"1574","84","1","1","0","1"
"1575","85","0","0","0","1"
"1576","86","0","1","1","0"
"1577","87","1","1","0","1"
"1578","88","1","1","0","1"
"1579","89","0","0","0","1"
"1581","91","1","1","0","0"
"1582","92","0","1","1","1"
"1583","93","0","0","1","0"
"1584","94","0","0","1","0"
"1585","95","0","1","1","0"
"1587","97","1","1","1","1"
"1588","98","0","1","0","1"
"1589","99","0","0","0","0"
"1590","100","1","1","0","0"
"1591","101","0","0","1","1"
"1592","102","0","1","1","0"
"1593","103","0","0","0","0"
"1594","104","0","0","0","0"
"1595","105","0","0","0","0"
"1596","106","0","0","1","0"
"1598","108","0","0","0","0"
"1600","110","0","0","1","0"
"1601","111","0","0","0","1"
"1602","112","0","0","0","0"
"1603","113","0","1","1","0"
"1604","114","0","0","0","1"
"1605","115","0","1","1","0"
"1606","116","0","1","1","0"
"1607","117","0","0","1","0"
"1608","118","0","0","1","0"
"1610","120","0","1","0","1"
"1611","121","0","1","0","1"
"1612","122","1","1","0","0"
"1613","123","0","1","0","0"
"1614","124","0","1","0","1"
"1615","125","0","0","0","0"
"1616","126","0","0","1","0"
"1617","127","0","0","0","0"
"1618","128","0","0","1","1"
"1619","129","0","0","1","1"
"1620","130","0","1","1","0"
"1621","131","0","1","0","1"
"1622","132","0","0","1","0"
"1623","133","0","0","1","0"
"1624","134","0","0","1","0"
"1625","135","0","1","1","0"
"1626","136","0","0","0","0"
"1627","137","0","0","0","0"
"1628","138","0","0","1","0"
"1629","139","0","1","1","0"
"1630","140","0","0","1","0"
"1631","141","0","0","0","0"
"1632","142","0","0","0","0"
"1633","143","0","0","1","1"
"1634","144","0","0","1","0"
"1635","145","0","0","1","0"
